observation_date,GBRPPDMMINMEI
2001-05-01,74.46905832964620
2001-06-01,74.54836510103030
2001-07-01,74.31044478687809
2001-08-01,74.07252447272590
2001-09-01,74.07252447272590
2001-10-01,73.75529738718960
2001-11-01,73.12084321611700
2001-12-01,72.88292290196480
2002-01-01,72.96222967334880
2002-02-01,73.12084321611700
2002-03-01,73.35876353026920
2002-04-01,73.83460415857360
2002-05-01,73.99321770134181
2002-06-01,73.83460415857360
2002-07-01,73.83460415857360
2002-08-01,73.75529738718960
2002-09-01,73.91391092995769
2002-10-01,74.07252447272590
2002-11-01,73.83460415857360
2002-12-01,73.91391092995769
2003-01-01,74.23113801549400
2003-02-01,74.62767187241440
2003-03-01,75.34143281487110
2003-04-01,74.86559218656660
2003-05-01,74.38975155826220
2003-06-01,74.23113801549400
2003-07-01,74.31044478687809
2003-08-01,74.54836510103030
2003-09-01,74.46905832964620
2003-10-01,74.38975155826220
2003-11-01,74.46905832964620
2003-12-01,74.54836510103030
2004-01-01,74.62767187241440
2004-02-01,74.62767187241440
2004-03-01,74.94489895795070
2004-04-01,75.34143281487110
2004-05-01,75.97588698594360
2004-06-01,76.13450052871180
2004-07-01,76.29311407148001
2004-08-01,76.61034115701629
2004-09-01,77.00687501393659
2004-10-01,77.72063595639329
2004-11-01,77.79994272777741
2004-12-01,77.40340887085701
2005-01-01,77.16548855670480
2005-02-01,77.48271564224110
2005-03-01,78.11716981331369
2005-04-01,78.98954429853850
2005-05-01,78.75162398438630
2005-06-01,79.06885106992260
2005-07-01,79.78261201237930
2005-08-01,80.02053232653149
2005-09-01,80.73429326898820
2005-10-01,80.89290681175630
2005-11-01,80.41706618345179
2005-12-01,80.09983909791561
2006-01-01,80.57567972622000
2006-02-01,80.73429326898820
2006-03-01,80.97221358314040
2006-04-01,81.60666775421301
2006-05-01,82.24112192528560
2006-06-01,82.39973546805371
2006-07-01,82.79626932497411
2006-08-01,82.95488286774220
2006-09-01,82.32042869666959
2006-10-01,81.60666775421301
2006-11-01,81.52736098282890
2006-12-01,81.52736098282890
2007-01-01,81.60666775421301
2007-02-01,81.84458806836520
2007-03-01,82.55834901082190
2007-04-01,83.11349641051039
2007-05-01,83.66864381019890
2007-06-01,84.14448443850340
2007-07-01,84.46171152403960
2007-08-01,84.54101829542380
2007-09-01,85.01685892372819
2007-10-01,85.65131309480080
2007-11-01,86.84091466556190
2007-12-01,87.39606206525040
2008-01-01,88.18912977909120
2008-02-01,88.66497040739560
2008-03-01,90.01318552092491
2008-04-01,91.20278709168601
2008-05-01,93.34406991905600
2008-06-01,94.93020534673759
2008-07-01,95.80257983196240
2008-08-01,95.08881888950570
2008-09-01,95.08881888950570
2008-10-01,93.34406991905600
2008-11-01,91.52001417722239
2008-12-01,90.09249229230900
2009-01-01,89.49254228814260
2009-02-01,89.49254228814260
2009-03-01,89.39255062078161
2009-04-01,89.59253395550370
2009-05-01,89.69252562286481
2009-06-01,90.19248395967000
2009-07-01,89.99250062494789
2009-08-01,90.09249229230900
2009-09-01,90.29247562703110
2009-10-01,90.69244229647531
2009-11-01,91.29239230064159
2009-12-01,91.49237563536370
2010-01-01,91.59236730272480
2010-02-01,91.69235897008581
2010-03-01,92.89225897841850
2010-04-01,93.99216731939011
2010-05-01,94.19215065411220
2010-06-01,93.99216731939011
2010-07-01,93.99216731939011
2010-08-01,93.89217565202900
2010-09-01,94.09215898675110
2010-10-01,94.79210065827850
2010-11-01,95.39205066244480
2010-12-01,96.49195900341640
2011-01-01,97.79185067911010
2011-02-01,98.59178401799851
2011-03-01,100.19165069577500
2011-04-01,101.19156736938599
2011-05-01,101.19156736938599
2011-06-01,101.39155070410800
2011-07-01,101.69152570619100
