observation_date,CSCICP03USM665S
1992-04-01,98.96271000000000
1992-05-01,99.16116000000000
1992-06-01,99.16701000000000
1992-07-01,98.99251000000000
1992-08-01,98.84028000000001
1992-09-01,98.82980000000001
1992-10-01,99.09079000000000
1992-11-01,99.71460000000000
1992-12-01,100.22220000000000
1993-01-01,100.35509999999999
1993-02-01,100.23920000000000
1993-03-01,100.05210000000000
1993-04-01,99.82066000000000
1993-05-01,99.52497000000000
1993-06-01,99.29503000000000
1993-07-01,99.08138000000000
1993-08-01,99.02661000000001
1993-09-01,99.14845000000000
1993-10-01,99.42997000000000
1993-11-01,99.76839000000000
1993-12-01,100.25950000000000
1994-01-01,100.68240000000000
1994-02-01,100.83340000000000
1994-03-01,100.82259999999999
1994-04-01,100.79280000000000
1994-05-01,100.73009999999999
1994-06-01,100.62330000000000
1994-07-01,100.55050000000000
1994-08-01,100.59670000000000
1994-09-01,100.66770000000000
1994-10-01,100.76210000000000
1994-11-01,100.87700000000000
1994-12-01,101.05419999999999
1995-01-01,101.13660000000000
1995-02-01,101.00320000000001
1995-03-01,100.78110000000000
1995-04-01,100.68480000000000
1995-05-01,100.67210000000000
1995-06-01,100.79970000000000
1995-07-01,100.91750000000000
1995-08-01,100.88339999999999
1995-09-01,100.64540000000000
1995-10-01,100.48810000000000
1995-11-01,100.41000000000000
1995-12-01,100.43410000000000
1996-01-01,100.45040000000000
1996-02-01,100.52190000000000
1996-03-01,100.66730000000000
1996-04-01,100.69600000000000
1996-05-01,100.67529999999999
1996-06-01,100.78380000000000
1996-07-01,100.94300000000000
1996-08-01,101.06300000000000
1996-09-01,101.15370000000000
1996-10-01,101.27570000000000
1996-11-01,101.37949999999999
1996-12-01,101.39470000000000
1997-01-01,101.44540000000001
1997-02-01,101.56310000000001
1997-03-01,101.69570000000000
1997-04-01,101.86020000000001
1997-05-01,102.04610000000000
1997-06-01,102.21550000000001
1997-07-01,102.32950000000000
1997-08-01,102.33210000000000
1997-09-01,102.34300000000000
1997-10-01,102.33610000000000
1997-11-01,102.31770000000000
1997-12-01,102.28610000000000
1998-01-01,102.43850000000000
1998-02-01,102.60150000000000
1998-03-01,102.60910000000000
1998-04-01,102.58759999999999
1998-05-01,102.48880000000000
1998-06-01,102.36990000000000
1998-07-01,102.23399999999999
1998-08-01,102.04200000000000
1998-09-01,101.80180000000000
1998-10-01,101.66600000000000
1998-11-01,101.75930000000000
1998-12-01,101.90190000000000
1999-01-01,102.14109999999999
1999-02-01,102.34890000000000
1999-03-01,102.38410000000000
1999-04-01,102.37930000000000
1999-05-01,102.42280000000000
1999-06-01,102.43389999999999
1999-07-01,102.37850000000000
1999-08-01,102.31699999999999
1999-09-01,102.30680000000000
1999-10-01,102.28619999999999
1999-11-01,102.40389999999999
1999-12-01,102.56720000000000
2000-01-01,102.79630000000000
2000-02-01,102.84890000000000
2000-03-01,102.76850000000000
2000-04-01,102.75010000000000
2000-05-01,102.72490000000001
2000-06-01,102.62670000000000
2000-07-01,102.59350000000001
2000-08-01,102.55889999999999
2000-09-01,102.50940000000000
2000-10-01,102.40110000000000
2000-11-01,102.15040000000000
2000-12-01,101.62400000000000
2001-01-01,101.10240000000000
2001-02-01,100.72130000000000
2001-03-01,100.55670000000001
2001-04-01,100.52379999999999
2001-05-01,100.64630000000000
2001-06-01,100.72510000000000
2001-07-01,100.63930000000001
2001-08-01,100.33870000000000
2001-09-01,99.90548000000000
2001-10-01,99.74929000000000
2001-11-01,99.89661000000000
2001-12-01,100.25310000000000
2002-01-01,100.59780000000001
2002-02-01,100.80440000000000
2002-03-01,100.99110000000000
2002-04-01,101.04370000000000
2002-05-01,101.01770000000000
2002-06-01,100.76770000000000
2002-07-01,100.43300000000001
2002-08-01,100.15720000000000
2002-09-01,99.91587000000000
2002-10-01,99.73370000000000
2002-11-01,99.74871000000000
2002-12-01,99.74618000000000
2003-01-01,99.56802000000000
2003-02-01,99.41000000000000
2003-03-01,99.49301000000000
2003-04-01,99.92635000000000
2003-05-01,100.35360000000000
2003-06-01,100.50950000000000
2003-07-01,100.51170000000000
2003-08-01,100.42250000000000
2003-09-01,100.38710000000000
2003-10-01,100.53510000000000
2003-11-01,100.82700000000000
2003-12-01,101.12970000000000
2004-01-01,101.40880000000000
2004-02-01,101.29530000000000
2004-03-01,101.12770000000000
2004-04-01,100.95680000000000
2004-05-01,100.87850000000000
2004-06-01,101.01620000000000
2004-07-01,101.12750000000000
2004-08-01,101.10280000000000
2004-09-01,100.98410000000000
2004-10-01,100.89500000000000
2004-11-01,100.95910000000001
2004-12-01,101.09470000000000
2005-01-01,101.08000000000000
2005-02-01,100.92460000000000
2005-03-01,100.69530000000000
2005-04-01,100.50709999999999
2005-05-01,100.57500000000000
2005-06-01,100.82490000000000
2005-07-01,100.73139999999999
2005-08-01,100.14070000000000
2005-09-01,99.42278000000000
2005-10-01,99.18978000000000
2005-11-01,99.57593000000000
2005-12-01,100.15210000000000
2006-01-01,100.41210000000000
2006-02-01,100.36350000000000
2006-03-01,100.23230000000000
2006-04-01,99.98099999999999
2006-05-01,99.69938999999999
2006-06-01,99.67864000000000
2006-07-01,99.71475000000000
2006-08-01,99.81288000000001
2006-09-01,100.12770000000000
2006-10-01,100.54710000000000
2006-11-01,100.77770000000000
2006-12-01,100.89300000000000
2007-01-01,100.92489999999999
2007-02-01,100.70220000000000
2007-03-01,100.43080000000000
2007-04-01,100.25700000000001
2007-05-01,100.19680000000000
2007-06-01,100.15620000000000
2007-07-01,100.13310000000000
2007-08-01,99.90429000000000
2007-09-01,99.64957000000000
2007-10-01,99.35554000000000
2007-11-01,99.07017999999999
2007-12-01,98.90230000000000
2008-01-01,98.74091000000000
2008-02-01,98.35253000000000
2008-03-01,97.88428000000000
2008-04-01,97.35648000000000
2008-05-01,96.97754000000000
2008-06-01,96.85836999999999
2008-07-01,97.06129000000000
2008-08-01,97.31838999999999
2008-09-01,97.39437000000000
2008-10-01,97.04174999999999
2008-11-01,96.78537000000000
2008-12-01,96.77791000000001
2009-01-01,96.78511000000000
2009-02-01,96.75910000000000
2009-03-01,96.96084000000000
2009-04-01,97.40855000000001
2009-05-01,97.79376999999999
2009-06-01,97.95326000000000
2009-07-01,97.90809000000000
2009-08-01,97.95174000000000
2009-09-01,98.12940000000000
2009-10-01,98.15902000000000
2009-11-01,98.17303000000000
2009-12-01,98.34699000000001
2010-01-01,98.50824000000000
2010-02-01,98.56321000000000
2010-03-01,98.56012000000000
2010-04-01,98.53973999999999
2010-05-01,98.53848000000001
2010-06-01,98.44367000000000
2010-07-01,98.15993000000000
2010-08-01,97.98689000000000
2010-09-01,97.93621000000000
2010-10-01,98.03440000000001
2010-11-01,98.29088000000000
2010-12-01,98.54091000000000
2011-01-01,98.64883000000000
2011-02-01,98.59994000000000
2011-03-01,98.35714000000000
2011-04-01,98.29892000000000
2011-05-01,98.28327000000000
2011-06-01,97.97703000000000
2011-07-01,97.40201999999999
2011-08-01,96.91122000000000
2011-09-01,96.84426000000001
2011-10-01,97.07516000000000
2011-11-01,97.51542999999999
2011-12-01,98.06004000000000
2012-01-01,98.52432000000000
2012-02-01,98.78316000000000
2012-03-01,98.90790000000000
2012-04-01,98.94286000000000
2012-05-01,98.88670000000000
2012-06-01,98.68109000000000
2012-07-01,98.60863999999999
2012-08-01,98.77948000000001
2012-09-01,99.09757000000000
2012-10-01,99.32568000000001
2012-11-01,99.23881000000000
2012-12-01,98.90295000000000
2013-01-01,98.77381000000000
2013-02-01,98.87739999999999
2013-03-01,99.04517000000000
2013-04-01,99.25852999999999
2013-05-01,99.59885000000000
2013-06-01,99.77480000000000
2013-07-01,99.73689000000000
2013-08-01,99.45435000000001
2013-09-01,99.07097000000000
2013-10-01,98.83395000000000
2013-11-01,98.93504000000000
2013-12-01,99.24061000000000
2014-01-01,99.41454000000000
2014-02-01,99.48506999999999
2014-03-01,99.51752000000000
2014-04-01,99.59099999999999
2014-05-01,99.57729999999999
2014-06-01,99.55072000000000
2014-07-01,99.54248000000000
2014-08-01,99.63799000000000
2014-09-01,99.84365000000000
2014-10-01,100.13280000000000
2014-11-01,100.48750000000000
2014-12-01,100.88090000000000
2015-01-01,101.14590000000000
2015-02-01,101.14820000000000
2015-03-01,101.05140000000000
2015-04-01,100.99650000000000
2015-05-01,100.91589999999999
2015-06-01,100.93000000000001
2015-07-01,100.81500000000000
2015-08-01,100.62500000000000
2015-09-01,100.45380000000000
2015-10-01,100.48309999999999
2015-11-01,100.59990000000001
2015-12-01,100.69730000000000
2016-01-01,100.71040000000001
2016-02-01,100.67300000000000
2016-03-01,100.63300000000000
2016-04-01,100.65510000000000
2016-05-01,100.77780000000000
2016-06-01,100.75570000000000
2016-07-01,100.60870000000000
2016-08-01,100.50239999999999
2016-09-01,100.48320000000000
2016-10-01,100.56030000000000
2016-11-01,100.89040000000000
2016-12-01,101.22880000000001
2017-01-01,101.37739999999999
2017-02-01,101.36499999999999
2017-03-01,101.33440000000000
2017-04-01,101.29470000000001
2017-05-01,101.22329999999999
2017-06-01,101.11720000000000
2017-07-01,101.07610000000000
2017-08-01,101.17280000000000
2017-09-01,101.29389999999999
2017-10-01,101.44390000000000
2017-11-01,101.42380000000000
2017-12-01,101.34099999999999
2018-01-01,101.37040000000000
2018-02-01,101.53019999999999
2018-03-01,101.62949999999999
2018-04-01,101.57960000000000
2018-05-01,101.49530000000000
2018-06-01,101.43840000000000
2018-07-01,101.40750000000000
2018-08-01,101.41860000000000
2018-09-01,101.50030000000000
2018-10-01,101.48280000000000
2018-11-01,101.37580000000000
2018-12-01,101.20880000000000
2019-01-01,101.00890000000000
2019-02-01,101.06189999999999
2019-03-01,101.27530000000000
2019-04-01,101.43180000000000
2019-05-01,101.51779999999999
2019-06-01,101.42600000000000
2019-07-01,101.19910000000000
2019-08-01,100.90930000000000
2019-09-01,100.90920000000000
2019-10-01,101.10780000000000
2019-11-01,101.37070000000000
2019-12-01,101.59370000000000
2020-01-01,101.59210000000000
2020-02-01,101.17319999999999
2020-03-01,100.19660000000000
2020-04-01,99.13439000000000
2020-05-01,98.64510000000000
2020-06-01,98.59636999999999
2020-07-01,98.61330000000000
2020-08-01,98.81077999999999
2020-09-01,99.11648000000000
2020-10-01,99.26201000000000
2020-11-01,99.21984000000000
2020-12-01,99.22284000000001
2021-01-01,99.22880000000001
2021-02-01,99.36539000000000
2021-03-01,99.72382000000000
2021-04-01,99.96289000000000
2021-05-01,99.90543000000000
2021-06-01,99.70004000000000
2021-07-01,99.24198000000000
2021-08-01,98.68501000000001
2021-09-01,98.39260000000000
2021-10-01,98.20995000000001
2021-11-01,98.05109000000000
2021-12-01,97.95180999999999
2022-01-01,97.72172999999999
2022-02-01,97.42072000000000
2022-03-01,97.18818000000000
2022-04-01,97.02539000000000
2022-05-01,96.62721999999999
2022-06-01,96.22865000000000
2022-07-01,96.20132000000000
2022-08-01,96.46187999999999
2022-09-01,96.67612000000000
2022-10-01,96.78831000000000
2022-11-01,96.85400000000000
2022-12-01,97.06937000000001
2023-01-01,97.35186000000000
2023-02-01,97.46672000000000
2023-03-01,97.35742000000000
2023-04-01,97.26667000000000
2023-05-01,97.26800000000000
2023-06-01,97.55695000000000
2023-07-01,97.89566000000001
2023-08-01,97.93700000000000
2023-09-01,97.74630000000001
2023-10-01,97.51254000000000
2023-11-01,97.56220999999999
2023-12-01,98.10970000000000
2024-01-01,98.91297000000000
