,infl_rate_diff,ridge,pca,lstm
0,-0.0012854866338725,-0.0009881650959685,0.0001439191635841,0.004404969
1,0.0002315923521805,0.00110053187234,0.0016845854235203,0.0024240701
2,-0.0002695049080419,-0.0009298111941981,0.0019061180667807,-0.00022917544
3,-0.0016847462492247,4.999969138366666e-05,0.0022514466289865,-0.0011657767
4,-0.0012019492920933,-0.0009419924542545,0.0018817228078565,0.0037610726
5,-0.0032857069972063,0.0027378184829481,0.0026419400577372,0.0011489489
6,0.0089049601219828,0.0030932925541494,0.0028004386306937,0.00080817984
7,0.000159308100595,0.0014088405088224,0.001781696741244,-0.0025731807
8,-0.0016514728846535,0.0004767636159697,0.0012050725666789,0.00063896034
9,0.0022552664450879,0.0002478238021922,0.000251113811875,0.0005102587
10,-0.000529824530786,0.0025906021347232,0.0021570825240119,0.001270317
11,-0.0011816010302734,-0.0022069015408553,0.0004985137559013,0.0018214106
12,-0.0015905208607052,-0.0006367612296805,0.000533564932767,-5.4235323e-05
13,-0.0022433864388595,0.0002690026477144,0.0022308429716353,0.0024155406
14,0.0032370695360681,0.0001092879889759,0.0011508597207437,0.0011503794
15,0.0002051354743602,0.00074246673808,0.0010428556164522,0.002147768
16,-0.0022701709179068,-0.0006420155951159,0.0017794172467002,0.001094226
17,0.0006171098637821,0.00120411287053,0.0027834604358555,0.003128263
18,-0.0008712317605085,0.0010569985980526,0.0004638207480164,-0.0008542014
19,0.0044644715618267,-0.0003150326486161,0.000877807277259,0.0022856896
20,0.0006958489230457,-0.0016899248519316,0.0007571708561047,-7.31973e-05
21,-0.0014665492919722,-0.0016365913060547,-5.491321671486159e-05,-0.00070481026
22,0.0004118614185093,-0.0014743139329748,-0.0009739280726474,0.0013451753
23,-0.0032796580313061,-0.0005038312289906,0.0003192116985941,-0.0015324942
24,0.0023529225293105,-0.000396531475163,-0.0004185204873785,0.00064444833
25,0.0007739880085936,-0.0008117891609455,0.0004129137817867,6.521825e-05
26,-0.0002805222964984,-0.002252659765943,0.0001346154927753,-0.00060301827
27,-0.0011637397811557,-0.0006335802347187,-0.0009260930097591,-0.003697995
28,0.0013455744420049,-0.000477888976307,0.0011195341138678,-0.0007848401
29,0.0015185545360394,-0.0015448261627226,-0.0002909132855036,0.0010431234
30,-0.0024504193378058,-0.0009679949097721,0.0003349424827762,0.0007950425
31,-0.0020598589831992,-0.0016863672572224,-0.0009489308423211,0.00081101555
32,0.0017013544479302,0.0004462265202839,-0.0002289754204292,0.00045584567
33,-0.0020081307817969,-0.0011864022237005,0.0010848388691668,-0.00096812134
34,0.0014256066218814,-0.0006393955347231,-0.0006531855594613,0.0015239317
35,-0.0003239786902898,-0.0006785925835872,1.8636868244042688e-06,0.00081587955
36,0.0035209761917527,0.0001148102521259,0.000351193859932,-0.0004404068
37,0.0012577637577096,-0.0012658634273165,-0.0005223330658956,0.0009835977
38,-0.0043313376759839,-0.0032569925396689,-0.0005791750440972,-0.00044213864
39,0.0018929551832378,0.0004615472106218,-0.0003384424438441,0.00010010612
40,-0.0005611181834964,0.0002362004305934,-0.0002984283637234,0.00071118947
41,0.0021464551187563,-0.0015671669499624,-0.0006126127122371,-0.0031949596
42,-0.0015610567629024,-0.001555472565902,-0.0010389945741634,-0.000834609
