,infl_rate_diff,ridge,pca,lstm
0,-2.0852622006999316e-06,-0.002563694332200189,0.002236342917473373,0.0022455354
1,0.0028797651276036,0.0025222558572717342,0.0064129987036863605,0.0035908893
2,-1.8605881939600007e-05,-0.002210960470179032,-0.0044215101138954825,0.0010015913
3,-0.0028755892600942,-0.0029292436105005115,-0.003063723554619043,0.001968436
4,-0.002855104952109,-0.003687526276203518,-0.0008291979131351067,0.002897106
5,0.0057122478092519,0.009206665808996222,0.00694141078318584,-0.0027433038
6,-0.0014407640723429,0.004277278158378121,0.0011533965548736137,0.00061273715
7,-0.0014265104970594,-0.002438050794793529,0.0004022338608956174,-0.0008092341
8,-0.0014184397163119,-0.002936290143083444,-0.0012981423691253444,0.011832446
9,0.0014164305949009,-0.0015397574929731223,-0.0007183568091183955,-0.013287343
10,-0.005659712065905,-0.006943598841666872,-0.0038677848115947627,-0.0046990886
11,0.007084190561913,0.004001539135043742,-2.594205444813268e-05,0.0007549599
12,-8.047901107300064e-06,-0.002647831289715783,0.0031147387243102157,0.14030948
13,0.0028168563243226997,0.0030948420945451755,0.003526760565446881,0.00096449256
14,-0.0014362343680569996,-0.009330931948039873,-0.005140725770371705,0.0016167685
15,-0.0056120845446686,0.0005215523963317892,-0.001474558971246782,-0.0007263571
16,-0.0014025190495779002,-0.0006619052465537561,-0.0037149845584032387,0.0321472
17,0.0056101092122242,0.006690621039027372,0.005772803413500992,-0.0028901994
18,0.0013926919082237997,0.0013250544756619373,0.0003353283541835104,0.0010266881
19,-0.0042016806722688,0.0007154141146176649,0.0012001270331781456,-0.0004344465
20,0.0013947001394698,0.002523361107600245,-0.00095094738085935,-0.08414832
21,0.0013908151808643997,-0.0034199545206564205,-0.0018722777835939333,0.00066390634
22,-0.005563293098111899,-0.004710108550568118,-0.0009824322575396841,-0.0009697173
23,0.004170535437945,0.0031148711857887025,0.0005891762483818265,0.0005246438
24,0.004170524676411,0.0009946358604238491,0.0003511271749858131,0.0007015932
25,-0.0014139047432174005,-0.001055215242205725,-0.002403968948144313,0.0021303494
26,-0.0013945566567216995,0.00010677350160750025,-0.0008921950035786202,-0.0036170487
27,-0.0041284473102653,-0.002662264939077003,-8.149860583988329e-05,0.000844476
