,date,actual,ridge,pca,lstm
0,1997-07-01,-0.0014265335235377,-0.0025440811948370997,-3.651992929979992e-05,0.0074569479285713
1,1997-08-01,0.0042857142857142,0.0076950805804025,0.0044249625378877,-0.0072463161235377
2,1997-09-01,0.0028449502133713,0.0082389143380923,0.0045722552687658,0.0051699249857142
3,1997-10-01,0.0014184397163119,0.0011410889661865,0.0026355939040899,-0.0097942597866287
4,1997-11-01,0.0,-0.0015955349696512,-0.0003687837426561999,-0.0072672482836881
5,1997-12-01,0.0014164305949009,-0.0020236120024623,-0.0011428474447945,0.0055380734
6,1998-01-01,-0.0042432814710041,-0.0050516102886767,-0.0024917255002679,0.0024040199949009
7,1998-02-01,0.0028409090909089,-0.00017731165005440037,-0.0047821034948435,-0.0124491054710041
8,1998-03-01,0.0028328611898016,0.0001544077656223,0.006044252135647301,0.018688188594306644
9,1998-04-01,0.0056497175141242,0.0061693113082819,0.0061584650035943,0.0042785308898016
10,1998-05-01,0.0042134831460674,-0.0033802617947187004,0.0010695111458943994,0.01900055648193394
11,1998-06-01,-0.0013986013986012997,0.005646887459028901,0.0027956994585404005,0.0090955131460673
12,1998-07-01,-0.0028011204481792,-0.00250273871841,-0.0045390604938231,-0.0009242936986012999
13,1998-08-01,0.002808988764045,0.0043490450366936995,0.0041798048048739,0.020574219551820802
14,1998-09-01,0.0042016806722687,0.0049242517536809,0.0049721769406068,5.988656404500026e-05
15,1998-10-01,0.0,0.0060752125255145,0.005500766815319099,0.018050610571491994
16,1998-11-01,0.0013947001394698,0.0015868551423308,-0.0037827214921352,0.0004344806
17,1998-12-01,0.0027855153203341,-0.004208030242499,-0.0023928914052299003,-0.0030066448605302
18,1999-01-01,-0.0027777777777776005,-0.0008313215928911002,0.0012405510397923997,0.0052514303203342
19,1999-02-01,0.0013927576601673003,0.0014155602264438005,-0.0021018096839868,0.0061479952222222994
20,1999-03-01,0.0055632823365783,0.0027707146270178,0.0025788919916874,0.0056246876601673
21,1999-04-01,0.0041493775933609,0.0045669944465586,0.0035468941022716,0.020529945450726485
22,1999-05-01,0.0027548209366393,0.0038727258253967996,0.0028763368393365995,0.019955125022337945
23,1999-06-01,-0.0013736263736260999,-0.00014409037147129983,0.0027788376807362353,-0.0020708604633608
24,1999-07-01,-0.0041265474552957,-0.0041279009038654,-0.0033013370338324,-0.0010150940736261
25,1999-08-01,0.0027624309392262,-0.0021607092803714,-0.0022594191476655,-0.0041404739092957
26,1999-09-01,0.0027548209366392,0.0009830853065946,0.0017793032941404,0.0033820180792262
27,1999-10-01,0.0,-0.0008414365634557999,0.0002060232156421999,0.0033904083366392
28,1999-11-01,0.0013736263736265,-0.0017816098437518,-7.02071620348436e-05,-0.00016175432
29,1999-12-01,0.0027434842249653,0.00032478276173720003,-0.0005674583486639001,0.0010714888536265
30,2000-01-01,-0.0068399452804377,-0.0009230631640971001,0.0013198036465478,0.0036449248249653
31,2000-02-01,0.002754820936639199,-0.0019896277509704003,-0.0046435988810058,-0.0056937092804377
32,2000-03-01,0.0027472527472529,0.0040499383416875995,0.0029809185427278,0.0028178273826392
33,2000-04-01,0.0041095890410954,0.003664802148266,0.0028794665265516003,0.0024703809072529003
34,2000-05-01,0.0027285129604369,0.0023782501970667,0.0014993986848448999,0.0039475968910955
35,2000-06-01,0.0013605442176867003,0.0024951745690024,0.003629993584814,0.0009885416604368002
36,2000-07-01,-0.0040760869565217,0.0014692238321207,-0.0023126140844277002,-0.0014845067823132999
37,2000-08-01,0.0,0.0038535954205892,-0.0011581650884931998,-0.0032345895165217
38,2000-09-01,0.0068212824010913,-0.0014131930747411,-0.0040342336450356,-0.0014946039
39,2000-10-01,0.0,0.0056695433036214,0.0100420441626855,0.0026287224010913
40,2000-11-01,0.0027100271002711,0.0001206421398426,-0.0008593631623184,-0.00014833397
41,2000-12-01,0.0,0.0003231822137633,6.264698053489977e-05,0.0006712726002710999
42,2001-01-01,-0.0067567567567567,-0.002440272818069,0.0004556872135609,0.0010685094
43,2001-02-01,0.0027210884353740996,-0.0027231754159964,-0.0018708887508016,-0.0066466219267567
44,2001-03-01,0.0027137042062415,0.0021427120521774,0.0044482652418126,0.0013289751353741
45,2001-04-01,0.006765899864682,0.0019082140910988,0.0002387491067821,-0.00031901409375849994
46,2001-05-01,0.0067204301075269,0.0088220488867485,0.0098185276807666,0.0033332798646820002
47,2001-06-01,0.0013351134846463003,0.007339218096611,0.0016904248971792999,0.0021293497075269
48,2001-07-01,-0.006666666666666699,-0.0009201220590864998,-0.0029172992726004,0.0009293591846462001
49,2001-08-01,0.0040268456375835,0.0018875610311052003,-0.0009855938481030998,-0.0082458338666667
50,2001-09-01,0.002673796791444,0.0063316948210834,0.0037900990171273003,0.0014608936375835003
51,2001-10-01,-0.0013333333333332,0.0040348502786622005,0.007650795524588,0.002397409641444
52,2001-11-01,0.0,-0.0012529015385331058,-0.0018034533479216,0.0004720096666668001
53,2001-12-01,0.0013351134846462,-0.0033264896727307,-0.0036647033764234,0.0054431926
54,2002-01-01,-0.0026666666666669,-0.003309678609469,-0.0010521317005893,0.0055629100846462005
55,2002-02-01,0.002673796791444,0.0030788644710714997,0.0026541299650974,0.0004856916333331003
56,2002-03-01,0.0026666666666665,0.0025307701581231,0.0006365501440960004,0.0012812259914440002
57,2002-04-01,0.0053191489361698995,0.0051269297223772,0.0043191621962501,0.0017969864166665
58,2002-05-01,0.0026455026455027004,0.006405346046563501,0.006968788800369901,0.0052388723361699
59,2002-06-01,0.0,-0.0004114419144657,-0.0006944480430681999,0.0020926649055027
