,date,infl_rate,forecast_cons_conf,forecast_gdp_pct_change,forecast_int_3m,forecast_ppi_diff,forecast_unm_rate,forecast_ar1,forecast_arp,forecast_ridge,forecast_pca,forecast_lstm,simple_avg,median_forecast,err_weighted
0,1999-02-01,0.0013927576601673,0.0011230530254257,0.0006747834574011,0.0009037198927974,0.0026987916348575,0.0029091642264085,-0.0008951073948657,0.0010947901330331,0.0014155602264438,-0.0021018096839868,0.0061479952222222,0.0013708965744514724,0.0011089215792293998,0.0013708965744514724
1,1999-03-01,0.0055632823365783,0.0028857671744516,0.0016953781222211,0.0027822018800212,0.0039134267777026,0.0029516262584037,-0.0001201290404211,0.0029840573324835,0.0027707146270178,0.0025788919916874,0.0056246876601673,0.002809146119179227,0.0028339845272364,0.0027353983663226844
2,1999-04-01,0.0041493775933609,0.0051809565690073,0.00445240209725,0.0052015508747234,0.0055212154427491,0.0059008330600229,0.0041100568578427,0.0053834316184047,0.0045669944465586,0.0035468941022716,0.0205299454507264,0.006325957658311096,0.00519125372186535,0.012130777052903557
3,1999-05-01,0.0027548209366392,0.0019627234863367,0.0014611979988318,0.002115269101854,0.0032424939984035,0.0032833661214124,0.0045917834320484,0.0023055489011624,0.0038727258253967,0.0028763368393365,0.0199551250223379,0.004429635104180936,0.00305941541887,0.0029797534385318718
4,1999-06-01,-0.0013736263736261,-0.0012341763055723,-0.001434915135642,-0.0009515180252259,-0.0005208990743616,0.0009999731654841,0.003178568236373,-0.0007843728353047,-0.0001440903714712,0.0027788376807362,-0.0020708604633608,-7.600809847075905e-05,-0.00065263595483315,7.98208187906627e-05
5,1999-07-01,-0.0041265474552957,-0.0023754390648292,-0.0022358741047592,-0.0020535274796124,-0.001834928589377,-0.0031079402208643,2.435612820487392e-05,-0.001871630151524,-0.0041279009038654,-0.0033013370338324,-0.0010150940736261,-0.002185819662388266,-0.0021447007921858,-0.0021440403197964817
6,1999-08-01,0.0027624309392262,0.001410102333831,0.0014152226191147,0.0018095667661898,0.0028152096112599,0.0039028952384179,-0.0032045022690362,0.0020337897097838,-0.0021607092803714,-0.0022594191476655,-0.0041404739092957,0.00027584946806374113,0.0014126624764728502,-2.4538959658233374e-05
7,1999-09-01,0.0027548209366392,0.0030867897070071,0.0030471627754927,0.0033016141908219,0.0035318484234198,0.0032775273409688,0.0003113350175689,0.0035740781737793,0.0009830853065946,0.0017793032941404,0.0033820180792262,0.0026779018939097864,0.0031821585239879503,0.00329067760397288
8,1999-10-01,0.0,-0.0004277724246503,-0.0008076213183861,-0.0001449407324096,0.000937144833693,0.0007207213064904,0.0027176027291459,6.345826551976651e-05,-0.0008414365634557,0.0002060232156421,0.0033904083366392,0.0005407571262554182,0.00013474074058093325,0.00039473144379677147
9,1999-11-01,0.0013736263736265,0.0007563529856373,0.0020048878710822,0.0010173840134195,0.00072792602193,0.0003979434995979,0.0009048263305582,0.0011509052033381,-0.0017816098437518,-7.02071620348436e-05,-0.00016175432,0.000517163100323655,0.00074213950378365,0.0005935685625719131
10,1999-12-01,0.0027434842249653,0.0015149069287604,0.0029380911857136,0.0016685792123401,0.0017769613700653,0.0029605497765692,0.0008383224263099,0.0018262692269303,0.0003247827617372,-0.0005674583486639,0.0010714888536265,0.0014494760421762591,0.0015917430705502502,0.0016573304518659436
11,2000-01-01,-0.0068399452804377,-0.0031244327234458,-0.0021448645833305,-0.0030334972231234,-0.0019199534915546,-0.0023731895682388,0.002248676508127,-0.0028906280218708,-0.0009230631640971,0.0013198036465478,0.0036449248249653,-0.0010207848030421315,-0.00203240903744255,-0.00180724848348291
12,2000-02-01,0.0027548209366392,0.0004566623538555,0.002194356365871,0.0005473189997322,0.0003698820971416,0.0006266584893958,-0.0034405837766819,0.000679104669056,-0.0019896277509704,-0.0046435988810058,-0.0056937092804377,-0.0009527513171404682,0.00041327222549854996,0.000111177404069912
13,2000-03-01,0.0027472527472529,0.0043597112578454,0.0053421674683284,0.0044441875249406,0.0044960883666662,0.0045011849763046,-0.0010234050829484,0.0044881809130543,0.0040499383416875,0.0029809185427278,0.0028178273826392,0.0037144317347853274,0.004401949391393,0.004704716913257921
14,2000-04-01,0.0041095890410955,0.0036775647286449,0.0044367137077234,0.0037308031186973,0.0033642782755211,0.0036286615156368,0.0027205913838505,0.0038101275927148,0.003664802148266,0.0028794665265516,0.0024703809072529,0.003457283794255518,0.0036467318319514,0.0031893385802756764
15,2000-05-01,0.0027285129604368,0.0005918587212662,0.0010728557404214,0.0007388701083768,0.001043959050214,0.001266780708275,0.0034764975887478,0.0005998849495853,0.0023782501970667,0.0014993986848448,0.0039475968910955,0.001616888260385609,0.0011698182243482,0.0013269684927253722
16,2000-06-01,0.0013605442176867,-0.0002908272024136,-0.0003503734456013,-0.0001574734957053,-0.0006132127818847,0.0004353219277547,0.00301765312523,-0.000305018546718,0.0024951745690024,0.003629993584814,0.0009885416604368,0.0008171548737217909,0.0001389242160247,0.0014351134353529926
17,2000-07-01,-0.0040760869565217,-0.0042340111372457,-0.0039714986040018,-0.0040801621788163,-0.0030897616999527,-0.0034977547226561,0.0017920596263447,-0.004249842789863,0.0014692238321207,-0.0023126140844277,-0.0014845067823132,-0.002450238795646863,-0.0032937582113044,-0.002237373852834585
18,2000-08-01,0.0,0.0023735345138633,0.0020275187232762,0.0025960509811859,0.0031769272021183,0.0031467824953104,-0.0021598474166286,0.0023565647497548,0.0038535954205892,-0.0011581650884931,-0.0032345895165217,0.0013948565178421592,0.00236504963180905,0.002241861443328437
