,Date,Forecast_infl_rate,Actual_infl_rate,Lower_95_CI,Upper_95_CI,Within_95_CI
55,2018-02-01,0.004056072509345851,0.002692287600609,-0.0020308576383393515,0.010143002657031053,True
56,2018-03-01,0.002846364084967484,0.000192362410782,-0.0032429341561318395,0.008935662326066808,True
57,2018-04-01,0.00039500388807058126,0.0026044066560619,-0.005709743040628426,0.006499750816769588,True
58,2018-05-01,0.0023729766953470453,0.0022579497815982,-0.0037410957557501177,0.008487049146444207,True
59,2018-06-01,0.0022596419222440916,0.0009011451720948,-0.003821768226709387,0.00834105207119757,True
60,2018-07-01,0.0009639154901145922,0.0007808204989283,-0.005055646217343951,0.006983477197573135,True
61,2018-08-01,0.0007317010469533968,0.0017873207703393,-0.005266705105424971,0.006730107199331764,True
62,2018-09-01,0.001685214350711652,0.0020622817021174,-0.004093443045547186,0.007463871746970489,True
63,2018-10-01,0.002044790186515027,0.0023395801444987,-0.003729364993547358,0.007818945366577412,True
64,2018-11-01,0.0024065569839189717,-0.0007041919199911,-0.003120254176329979,0.007933368144167922,True
65,2018-12-01,4.072959840725266e-05,0.0006848935445813,-0.005178103559851101,0.005259562756665606,True
66,2019-01-01,0.0006163040355313953,-0.0008149798035343,-0.004404049315154906,0.0056366573862176965,True
67,2019-02-01,-0.0004373220318500534,0.0030012551423219,-0.0049316128166133535,0.004056968752913247,True
68,2019-03-01,0.0017365037889221187,0.0037817929172307,-0.002733693148662472,0.00620670072650671,True
69,2019-04-01,0.003578460119913195,0.0037596794047436,-0.0008388067565621707,0.00799572699638856,True
70,2019-05-01,0.0038015096460965814,0.0002468332856644,-0.0006148249174606959,0.008217844209653859,True
71,2019-06-01,0.00132661526931343,-0.000325112810228,-0.003131451406320973,0.0057846819449478325,True
72,2019-07-01,-0.00022588101078392458,0.0023078761661827,-0.004510638589056246,0.004058876567488396,True
73,2019-08-01,0.0016921839421854628,0.0009147700174354,-0.0024427922054653015,0.005827160089836227,True
74,2019-09-01,0.0011978423110431606,0.0015388460997671,-0.0029280455265358533,0.005323730148622174,True
75,2019-10-01,0.001399542652101632,0.0028272822992627,-0.0027252329173536945,0.005524318221556959,True
76,2019-11-01,0.002557840025958471,0.0028154226050438,-0.0015725366122690812,0.006688216664186023,True
77,2019-12-01,0.002813143415019051,0.0029122185210892,-0.0013162058889174925,0.0069424927189555945,True
78,2020-01-01,0.002911275094765238,0.0019216641534238,-0.0011878844276901317,0.007010434617220607,True
79,2020-02-01,0.00214332098169904,0.0004746707213065,-0.0019588113874748785,0.006245453350872959,True
80,2020-03-01,0.0007859791589705233,-0.0045284474445514,-0.0033171643087828084,0.004889122626723855,False
81,2020-04-01,-0.0036248509596152226,-0.007920147553434,-0.007833254066863008,0.0005835521476325622,False
82,2020-05-01,-0.007482626889185813,-0.0008983252093487,-0.011758036118251141,-0.0032072176601204852,False
83,2020-06-01,-0.0022412301982294523,0.0048474992376916,-0.006672184583898269,0.002189724187439365,False
84,2020-07-01,0.0042639218167730706,0.0050964433827935,-0.0003323944117060787,0.00886023804525222,True
85,2020-08-01,0.005102398651465376,0.0037313432835821,0.0005218462907499964,0.009682951012180755,True
86,2020-09-01,0.003892049550454456,0.0026261395363187,-0.0006949875867590261,0.008479086687667938,True
87,2020-10-01,0.0027459852543481873,0.0012384758285672,-0.0018466341244505898,0.007338604633146964,True
88,2020-11-01,0.0013551587106910108,0.0022741328907993,-0.003232750461023285,0.005943067882405307,True
89,2020-12-01,0.0021699781042112416,0.0043463096611489,-0.002418853786468572,0.006758809994891055,True
90,2021-01-01,0.004159767718585804,0.0022667862390046,-0.00043886407192216675,0.008758399509093774,True
91,2021-02-01,0.0024581023840697727,0.0035562121390957,-0.002151652472545288,0.0070678572406848335,True
92,2021-03-01,0.003430148977864421,0.004833575517978,-0.0011837588018589564,0.008044056757587799,True
93,2021-04-01,0.004707724064784831,0.0067133099487628,0.00010037252541239376,0.009315075604157268,True
94,2021-05-01,0.006557386560996514,0.0066722925457103,0.0019363447928047554,0.011178428329188273,True
95,2021-06-01,0.006706738194071196,0.0085915262067628,0.0020944586574893984,0.011319017730652994,True
96,2021-07-01,0.008472859903598933,0.004635957297477,0.003888749844666659,0.013056969962531206,True
97,2021-08-01,0.005057204272214265,0.0028937547110843,0.0004396120464519645,0.009674796497976566,True
98,2021-09-01,0.0030507419710205964,0.0043629377603098,-0.001580735011036791,0.007682218953077984,True
99,2021-10-01,0.004244119544875737,0.0094399544429113,-0.0003901782240909894,0.008878417313842462,False
100,2021-11-01,0.009086776602783985,0.0083029566626164,0.004369006913760037,0.013804546291807933,True
101,2021-12-01,0.008462911878561704,0.0071084268212204,0.003746399726968482,0.013179424030154926,True
102,2022-01-01,0.007269101406752563,0.0061822040839583,0.002554795535627722,0.011983407277877403,True
103,2022-02-01,0.006285085431005167,0.0070184255792058,0.0015853147486713367,0.010984856113338996,True
104,2022-03-01,0.006998725079147877,0.0103400404182409,0.0022977800837163647,0.01169967007457939,True
105,2022-04-01,0.01017580469710966,0.0038787060775671,0.005436796913329192,0.01491481248089013,False
106,2022-05-01,0.004554314478209291,0.0094150016286531,-0.000315163372660787,0.009423792329079368,True
107,2022-06-01,0.008706249795552285,0.0129523273337706,0.0038131703691832207,0.01359932922192135,True
108,2022-07-01,0.012681759800873542,-0.0004473484437697,0.0077334378702650745,0.01763008173148201,False
109,2022-08-01,0.001879821815655297,0.0007526954634839,-0.0035891428202569587,0.007348786451567553,True
110,2022-09-01,0.0005134591858193107,0.0042654542251374,-0.004860378045279254,0.0058872964169178746,True
111,2022-10-01,0.003700528766048845,0.0052560378650634,-0.0017152967098410243,0.009116354241938714,True
112,2022-11-01,0.005123867747081319,0.0024464811278648,-0.0002839219246593078,0.010531657418821946,True
113,2022-12-01,0.0029560589141079023,0.0003347750980888,-0.0024055265686694994,0.008317644396885305,True
114,2023-01-01,0.0006730359659520414,0.0055152472490698,-0.004706812445953181,0.006052884377857263,True
115,2023-02-01,0.004659102042126779,0.003394839843438,-0.0007741213184623971,0.010092325402715954,True
116,2023-03-01,0.0037787024542343403,0.0005539412755906,-0.001615096109352219,0.0091725010178209,True
117,2023-04-01,0.001007614002332925,0.0040279403135494,-0.004237753270889251,0.006252981275555101,True
118,2023-05-01,0.003507171095938315,0.0015122598709624,-0.001764571635326092,0.008778913827202722,True
119,2023-06-01,0.0019722811894680482,0.0025814661936727,-0.0032906088038389455,0.007235171182775042,True
120,2023-07-01,0.0023878819809145775,0.0016968158395787,-0.002858217279758572,0.007633981241587727,True
121,2023-08-01,0.0018585225044973604,0.0049997537875678,-0.0033890340916580015,0.007106079100652722,True
122,2023-09-01,0.004400520582143548,0.0040373949003391,-0.0008769453342146504,0.009677986498501746,True
123,2023-10-01,0.00425324762408013,0.0009076890042749,-0.001012807830041873,0.009519303078202134,True
124,2023-11-01,0.0014959576000315251,0.0014106802143973,-0.003804110417048652,0.006796025617111703,True
125,2023-12-01,0.0013145367922207934,0.0021033019893732,-0.003980068408974433,0.006609141993416019,True
126,2024-01-01,0.001969163172438289,0.0034301261599751,-0.003323991939721665,0.007262318284598243,True
127,2024-02-01,0.003192229979269788,0.0039639244142881,-0.002107407783147018,0.008491867741686594,True
128,2024-03-01,0.003891003122917149,0.0034884992058441,-0.001404564296047582,0.009186570541881881,True
129,2024-04-01,0.0035921284497946343,0.002912462713108,-0.0017025170989620271,0.008886773998551296,True
130,2024-05-01,0.0030288300744370326,0.0003961458839163,-0.0022672224893444557,0.008324882638218522,True
131,2024-06-01,0.0008413630561090297,-2.8741138149102063e-05,-0.004475764896725938,0.006158491008943999,True
132,2024-07-01,3.3748532397387125e-05,0.0013891949375819,-0.005284704590025604,0.005352201654820378,True
133,2024-08-01,0.0011346528150930088,0.0018018535172819,-0.00418909937551501,0.006458405005701027,True
134,2024-09-01,0.0017447785981882253,0.0022920373984103,-0.0035748968895560323,0.007064454085932483,True
135,2024-10-01,0.002225885044182879,0.002264563237849,-0.0030946978710842277,0.007546467959449986,True
136,2024-11-01,0.002293294700644561,0.002804502414724,-0.0030271001284583156,0.007613689529747438,True
137,2024-12-01,0.0027504944884738734,0.0036467171645351,-0.0025611191396069264,0.008062108116554674,True
138,2025-01-01,0.003556916521832691,0.0046693513600313,-0.0017496572332875897,0.008863490276952973,True
139,2025-02-01,0.004581870303224816,0.0021592924791433,-0.0006887398721176635,0.009852480478567295,True
