,date,actual,ridge,pca,lstm
58,2019-06-01,-0.00032511281022799994,0.0002458730749620875,0.0009872294673256002,6.892001566440002e-05
59,2019-07-01,0.0023078761661827,0.001133140892108,0.0007792461944186001,0.000315598889772
60,2019-08-01,0.0009147700174354,0.0029863050878436,0.0033062253145494,0.0023838371661826997
61,2019-09-01,0.001538846099767,0.0006069005969409,0.0007613027933695,0.0009128714581354
62,2019-10-01,0.0028272822992627,0.0006458926720183,0.0003105544351543999,0.0021739339397671
63,2019-11-01,0.0028154226050438,0.002016027847299,0.0026017049589162,0.0029390206932627
64,2019-12-01,0.0029122185210892,0.0032632168082237997,0.0028456553040724,0.0036691830050438
65,2020-01-01,0.0019216641534238,0.0022584735013667,0.0033962140710866997,0.0022253025810892
66,2020-02-01,0.00047467072130649994,0.0020811230504578,0.0015499137101193,0.0024731193534238
67,2020-03-01,-0.0045284474445513,0.0026686661830235,0.0012009904118441,0.0007032565713065
68,2020-04-01,-0.007920147553433999,-0.002554199727606,-0.004462655696335394,-0.0040039312445514
69,2020-05-01,-0.0008983252093487009,-0.005657762636485401,-0.0086767498046389,-0.007148974853434
70,2020-06-01,0.0048474992376916,0.00027422775368780004,-0.00010413493972710004,-0.0008118628193487
71,2020-07-01,0.0050964433827935,-0.0010950948205696006,0.0066570576218749,0.0064139251376916
72,2020-08-01,0.0037313432835821003,0.014966255789614299,0.0061595209920139,0.0080629895827935
73,2020-09-01,0.0026261395363187,0.0008957139960587999,0.0039225115969528995,0.0040684540835821
74,2020-10-01,0.0012384758285672,0.0074143142127649,0.0039784037619846,0.0019110391363187
75,2020-11-01,0.0022741328907993,-0.0010517068422073001,-0.0008674170454664001,0.0029821309285672
76,2020-12-01,0.0043463096611489,0.006465209639537299,-0.0008780997371776998,0.0025089938507993
77,2021-01-01,0.0022667862390047,0.0053425888233237,0.0033500335468091003,0.0023026829611489
78,2021-02-01,0.0035562121390956,-0.005072596721935699,8.982298844300261e-06,0.0005573111390046002
79,2021-03-01,0.0048335755179779,-0.0015153687648088,0.0040905095567885,0.0025449551390957
80,2021-04-01,0.0067133099487628,0.010118204647147199,0.006497467192244399,0.0024186698179779996
81,2021-05-01,0.0066722925457103,0.013043305397303199,0.006405117867781,0.0048956238487628
82,2021-06-01,0.0085915262067628,0.0037156414883842,0.0029582168133768997,0.004796096145710299
83,2021-07-01,0.004635957297477,0.0073892836750078,0.0077028349941442,0.0022057452067628
84,2021-08-01,0.0028937547110843,-0.0035670292877536007,0.0030063993379647004,0.0018256320974770002
85,2021-09-01,0.0043629377603098,-0.0041895490314910995,0.002817492512797881,0.0035790749510843
86,2021-10-01,0.0094399544429113,0.0058237350283385,0.004929523421049201,0.0062627507603098004
87,2021-11-01,0.0083029566626164,0.011093682276893,0.0092136996012738,0.0111921243429113
88,2021-12-01,0.0071084268212205,0.007863099233160099,0.006855183382573099,0.0046868089626163996
89,2022-01-01,0.0061822040839583,0.0052521596497428005,0.0065150702566877,0.0050849248212204
90,2022-02-01,0.0070184255792058,0.0091379121821935,0.0059649836033810995,0.0036315918839582998
91,2022-03-01,0.0103400404182409,0.0083368347816425,0.0067606589469985,0.0042302578792058
92,2022-04-01,0.0038787060775671003,0.0114705598760272,0.0086352372546405,0.0100947665782409
93,2022-05-01,0.0094150016286531,-0.0009212376102986004,0.0018256716106564,0.0019689384775671
94,2022-06-01,0.0129523273337706,0.006309142661509599,0.0091460601968023,0.007950229828653099
95,2022-07-01,-0.0004473484437697,0.0118939742680789,0.0148031938101237,0.0154678356337706
96,2022-08-01,0.0007526954634839,-0.0010143451397305,0.0021225896949361,0.0021262497562303
97,2022-09-01,0.0042654542251374,0.0031558315384652,0.0050311666580707,0.0010872144234839
98,2022-10-01,0.0052560378650634,0.0037116868502706,0.0060980521503962,0.0035507312251374
99,2022-11-01,0.0024464811278648003,0.0030566284219691003,0.0070160494116766,0.0029493995650634003
100,2022-12-01,0.00033477509808879993,-0.0008949130113006,-0.0012167528447018,0.0024543303148648
101,2023-01-01,0.0055152472490697995,0.0036140889608775,0.0060658329546292,
102,2023-02-01,0.0033948398434380006,0.0038144048650836006,0.004861498719845501,0.0044312473490698
103,2023-03-01,0.0005539412755906003,0.0007044963211895001,-0.0011667578152844997,-0.001816994156562
104,2023-04-01,0.0040279403135494,0.0019264033351301,0.0034967358805322,-0.0020569861244094
105,2023-05-01,0.0015122598709624998,0.0024522901054643,0.0042027579720089,-0.014738093686450602
106,2023-06-01,0.0025814661936727,0.0009031356910400001,1.8517736070999954e-05,0.019189065454635456
107,2023-07-01,0.0016968158395787,-0.00019638254213560002,0.0016531503825478,0.0023254418936727002
108,2023-08-01,0.0049997537875678,0.00042992964489139995,0.0023676632189375997,-0.0003781186604212999
109,2023-09-01,0.0040373949003391,0.0057330887600572,0.0061707618837067,0.019406166787567798
110,2023-10-01,0.0009076890042749,-0.00041310935035770036,0.00016686559700829998,-0.0057995130996609
111,2023-11-01,0.0014106802143972002,0.0018197897289153999,0.0022951328745249,0.0063657010042748995
112,2023-12-01,0.0021033019893731,0.0007110713291993999,0.0022528248131482,-0.0009944984856026999
113,2024-01-01,0.0034301261599750995,0.0018325750792866997,0.0018266986831848998,0.020408969472177442
114,2024-02-01,0.0039639244142881,0.0024262277426164,0.0026453998661131,0.0051690897599751
115,2024-03-01,0.0034884992058441,0.004237637796743,0.0020382870953222004,0.022100132685666567
116,2024-04-01,0.002912462713108,0.0032731536656273,0.0037645658759566,-0.00024420439415590023
117,2024-05-01,0.00039614588391630005,0.0014712796246441,0.0012131078131419,0.019362376634107052
118,2024-06-01,-2.8741138149100003e-05,0.0008898805763479,0.0004571321701899485,0.0020843915839163
119,2024-07-01,0.001389194937581898,0.00038325394225079796,0.00042683732269739794,-0.007418923638149102
120,2024-08-01,0.0018018535172819,0.0014243509635567268,0.00013076077017400004,0.0017274782375819
121,2024-09-01,0.0022920373984102,0.0022932756319476,0.0014407264683726,0.0021077142172819
122,2024-10-01,0.002264563237849,0.0008090808046257998,0.0016889881671040999,0.0027253857484102998
123,2024-11-01,0.002804502414724,0.0038572260490063,0.0024550154002248,0.002561859737849
124,2024-12-01,0.003646717164535,0.0020377272496866,0.0025567594485843,0.0020591405147239996
125,2025-01-01,0.0046693513600313,0.0023210326292490997,0.0024750128531965,0.0038741851945351
126,2025-02-01,0.0021592924791433003,0.0054534617397357,0.0038476108915778003,0.0034898580600313004
